"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"1320802004","JBA","Lampadena anomala","126606","exact","Lampadena anomala","126606","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Lampadena","","anomala",,"Lampadena anomala","Anomalous lanternfish","34","demersal",
"2294800101","TAQ","Thalassina anomala","477807","exact","Thalassina anomala","477807","Animalia","Arthropoda","Malacostraca","Decapoda","Thalassinidae","Thalassina","","anomala",,"Thalassina anomala","Scorpion mud lobster","43","crustaceans",
"1760802001","BUP","Psenopsis anomala","277902","exact","Psenopsis anomala","277902","Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Psenopsis","","anomala",,"Psenopsis anomala","Pacific rudderfish","34","demersal",
"1705952801","NCN","Nannacara anomala","1018499","exact","Nannacara anomala","1018499","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"","anomala",,"","Goldeneye cichlid","12","other",
"1231500201","PHN","Holtbyrnia anomala","126739","exact","Holtbyrnia anomala","126739","Animalia","Chordata","Actinopterygii","Osmeriformes","Platytroctidae","Holtbyrnia","","anomala",,"Holtbyrnia anomala","Bighead searsid","34","demersal",
"1413600101","PKA","Parakysis anomalopteryx","1011543","exact","Parakysis anomalopteryx","1011543","Animalia","Chordata","Actinopterygii","Siluriformes",,,"",,,"","","13","other",
"1400210401","MPL","Campostoma anomalum","1022825","exact","Campostoma anomalum","1022825","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"",,,"","Central stoneroller","11","other",
"1400226001","OXA","Oxygaster anomalura","1022111","exact","Oxygaster anomalura","1022111","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"",,,"","","11","other",
"1900500901","TDM","Triacanthodes anomalus","277024","exact","Triacanthodes anomalus","277024","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Triacanthodidae","Triacanthodes","","anomalus",,"Triacanthodes anomalus","","34","demersal",
"1701300201","OGA","Apogonops anomalus","279667","exact","Apogonops anomalus","279667","Animalia","Chordata","Actinopterygii","Perciformes","Acropomatidae","Apogonops","","anomalus",,"Apogonops anomalus","Three-spined cardinalfish","34","demersal",
"1732109602","QCT","Coryogalops anomolus","219415","exact","Coryogalops anomolus","219415","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryogalops","","anomolus",,"Coryogalops anomolus","Anomolous goby","33","demersal",
"3211400101","YTH","Berryteuthis anonychus","342285","exact","Berryteuthis anonychus","342285","Animalia","Mollusca","Cephalopoda","Oegopsida","Gonatidae","Berryteuthis","","anonychus",,"Berryteuthis anonychus","Smallfin gonate squid","57","molluscs",
"1400702201","ONO","Oreonectes anophthalmus","1011783","exact","Oreonectes anophthalmus","1011783","Animalia","Chordata","Actinopterygii","Cypriniformes","Nemacheilidae",,"",,,"","","11","other",
"2283600402","LYX","Latreutes anoplonyx","515285","exact","Latreutes anoplonyx","515285","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Latreutes","","anoplonyx",,"Latreutes anoplonyx","Medusa shrimp","45","crustaceans",
"1380406801","STM","Anostomus anostomus","1021605","exact","Anostomus anostomus","1021605","Animalia","Chordata","Actinopterygii","Characiformes","Anostomidae",,"",,,"","Striped headstander","13","other",
"5620100201","GHD","Anser anser","416682","exact","Anser anser","416682","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","","anser",,"Anser anser","Greylag goose",,"incidental by-catch","birds"
"1400219101","PUK","Raiamas ansorgii","1017855","exact","Raiamas ansorgii","1017855","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"","ansorgii",,"","","11","other",
"1411400601","HRN","Phractura ansorgii","1018784","exact","Phractura ansorgii","1018784","Animalia","Chordata","Actinopterygii","Siluriformes",,,"","ansorgii",,"","","13","other",
"1220400401","GPH","Phractolaemus ansorgii","1016389","exact","Phractolaemus ansorgii","1016389","Animalia","Chordata","Actinopterygii","Gonorhynchiformes",,,"","ansorgii",,"","Hingemouth","13","other",
"1381601201","NLA","Neolebias ansorgii","1014024","exact","Neolebias ansorgii","1014024","Animalia","Chordata","Actinopterygii","Characiformes","Distichodontidae",,"","ansorgii",,"","","13","other",
"1381301501","NNA","Nannopetersius ansorgii","1017858","exact","Nannopetersius ansorgii","1017858","Animalia","Chordata","Actinopterygii","Characiformes","Alestidae",,"","ansorgii",,"","","13","other",
"1210505301","CUY","Cynothrissa ansorgii","317606","exact","Cynothrissa ansorgii","281816","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Cynothrissa","","ansorgii",,"Cynothrissa ansorgii","Ansorge fangtooth pellonuline","13","other",
"1380600201","CDG","Citharidium ansorgii","1018792","exact","Citharidium ansorgii","1018792","Animalia","Chordata","Actinopterygii","Characiformes","Citharinidae",,"","ansorgii",,"","","13","other",
"6950100401","QNS","Solanometra antarctica","173988","exact","Solanometra antarctica","173988","Animalia","Echinodermata","Crinoidea","Comatulida","Antedonidae","Solanometra","","antarctica",,"Solanometra antarctica","","76","other",
"6911700101","QDB","Porania antarctica","172777","exact","Porania antarctica","178005","Animalia","Echinodermata","Asteroidea","Valvatida","Poraniidae","Porania","","antarctica",,"Porania antarctica","","76","other",
"6151000101","QCE","Cinachyra antarctica","171285","exact","Cinachyra antarctica","171285","Animalia","Porifera","Demospongiae","Spirophorida","Tetillidae","Cinachyra","","antarctica",,"Cinachyra antarctica","","83","other",
"1230702602","NSZ","Nansenia antarctica","234651","exact","Nansenia antarctica","234651","Animalia","Chordata","Actinopterygii","Osmeriformes","Microstomatidae","Nansenia","","antarctica",,"Nansenia antarctica","","34","demersal",
"1711502503","LWY","Lycenchelys antarctica","234625","exact","Lycenchelys antarctica","234625","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","","antarctica",,"Lycenchelys antarctica","","34","demersal",
"7710800101","DVA","Durvillaea antarctica","373370","exact","Durvillaea antarctica","373370","Chromista","Ochrophyta","Phaeophyceae","Fucales","Durvillaeaceae","Durvillaea","","antarctica",,"Durvillaea antarctica","Bull kelp","91","other",
"7920300101","AFX","Amphibolis antarctica","374718","exact","Amphibolis antarctica","374718","Plantae","Tracheophyta","","Alismatales","Cymodoceaceae","Amphibolis","","antarctica",,"Amphibolis antarctica","Sea nymph","94","other",
"1760801502","BWA","Hyperoglyphe antarctica","219737","exact","Hyperoglyphe antarctica","219737","Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Hyperoglyphe","","antarctica",,"Hyperoglyphe antarctica","Bluenose warehou","34","demersal",
"1320803003","ELN","Electrona antarctica","217697","exact","Electrona antarctica","217697","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Electrona","","antarctica",,"Electrona antarctica","","34","demersal",
"5610200501","TAA","Thalassoica antarctica","212639","exact","Thalassoica antarctica","212639","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Thalassoica","","antarctica",,"Thalassoica antarctica","Antarctic petrel",,"incidental by-catch","birds"
"5650100102","PYN","Pygoscelis antarctica","225783","near_2","Pygoscelis antarcticus","225783","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Pygoscelis","","antarcticus",,"Pygoscelis antarcticus","Chinstrap penguin",,"incidental by-catch","birds"
"1709253501","ANS","Pleuragramma antarcticum","234721","exact","Pleuragramma antarcticum","712788","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Pleuragramma","","antarcticum",,"Pleuragramma antarcticum","Antarctic silverfish","33","demersal",
"6931600201","BXA","Brisaster antarcticus","160790","exact","Brisaster antarcticus","160790","Animalia","Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Brisaster","","antarcticus",,"Brisaster antarcticus","","76","other",
"2282300901","NCM","Notocrangon antarcticus","369204","exact","Notocrangon antarcticus","369204","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Notocrangon","","antarcticus",,"Notocrangon antarcticus","","45","crustaceans",
"1711503202","LYZ","Lycodapus antarcticus","234662","exact","Lycodapus antarcticus","234662","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodapus","","antarcticus",,"Lycodapus antarcticus","","34","demersal",
"1709700502","HGW","Harpagifer antarcticus","234825","exact","Harpagifer antarcticus","234825","Animalia","Chordata","Actinopterygii","Perciformes","Harpagiferidae","Harpagifer","","antarcticus",,"Harpagifer antarcticus","Antarctic spiny plunderfish","34","demersal",
"3212601001","LHQ","Alluroteuthis antarcticus","325302","exact","Alluroteuthis antarcticus","325302","Animalia","Mollusca","Cephalopoda","Oegopsida","Neoteuthidae","Alluroteuthis","","antarcticus",,"Alluroteuthis antarcticus","Antarctic neosquid","57","molluscs",
"2291500201","RRN","Parribacus antarcticus","210364","exact","Parribacus antarcticus","210364","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Parribacus","","antarcticus",,"Parribacus antarcticus","Sculptured mitten lobster","43","crustaceans",
"1782301301","PPN","Paraliparis antarcticus","274548","exact","Paraliparis antarcticus","274548","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","","antarcticus",,"Paraliparis antarcticus","","34","demersal",
"1750500802","TEZ","Paradiplospinus antarcticus","234697","exact","Paradiplospinus antarcticus","234697","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Paradiplospinus","","antarcticus",,"Paradiplospinus antarcticus","Antarctic escolar","34","demersal",
"1080400701","CTU","Mustelus antarcticus","271380","exact","Mustelus antarcticus","271380","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","","antarcticus",,"Mustelus antarcticus","Gummy shark","38","elasmobranchs",
"1711504001","LCN","Lycodichthys antarcticus","234759","exact","Lycodichthys antarcticus","234759","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodichthys","","antarcticus",,"Lycodichthys antarcticus","","34","demersal",
"1771301601","HGT","Helcogrammoides antarcticus","234774","exact","Helcogrammoides antarcticus","234774","Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Helcogrammoides","","antarcticus",,"Helcogrammoides antarcticus","","33","demersal",
"1709400201","FIC","Cryodraco antarcticus","234720","exact","Cryodraco antarcticus","234720","Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Cryodraco","","antarcticus",,"Cryodraco antarcticus","Long-fingered icefish","34","demersal",
"1250300801","BRT","Borostomias antarcticus","127334","exact","Borostomias antarcticus","127334","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae","Borostomias","","antarcticus",,"Borostomias antarcticus","Snaggletooth","34","demersal",
"1230601401","BAA","Bathylagus antarcticus","234631","exact","Bathylagus antarcticus","234631","Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Bathylagus","","antarcticus",,"Bathylagus antarcticus","","34","demersal",
"1709300201","BDN","Bathydraco antarcticus","234794","exact","Bathydraco antarcticus","234794","Animalia","Chordata","Actinopterygii","Perciformes","Bathydraconidae","Bathydraco","","antarcticus",,"Bathydraco antarcticus","","34","demersal",
"3161205101","QHD","Mactrotoma antecedens","505726","exact","Mactrotoma antecedens","505726","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Mactrotoma","","antecedens",,"Mactrotoma antecedens","","56","molluscs",
"1750500902","RXA","Rexea antefurcata","276888","exact","Rexea antefurcata","276888","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Rexea","","antefurcata",,"Rexea antefurcata","Long-finned escolar","34","demersal",
"2281200707","LMQ","Palaemonetes antennarius","107620","exact","Palaemonetes antennarius","107620","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes","","antennarius",,"Palaemonetes antennarius","Pond shrimp","41","crustaceans",
"2310901002","KKN","Cancer antennarius","452126","near_1","Cancer antennarium","440397","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","","antennarium",,"Cancer antennarium","California red rock crab","42","crustaceans",
"1780103603","PZT","Pterois antennata","218081","exact","Pterois antennata","218081","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Pterois","","antennata",,"Pterois antennata","Broadbarred firefish","34","demersal",
"2280203101","ARA","Aristeus antennatus","107083","exact","Aristeus antennatus","107083","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristeus","","antennatus",,"Aristeus antennatus","Blue and red shrimp","45","crustaceans",
"1732105101","BFN","Barbulifer antennatus","279861","exact","Barbulifer antennatus","279861","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Barbulifer","","antennatus",,"Barbulifer antennatus","Barbulifer","33","demersal",
"1700208001","AHN","Anthias anthias","127031","exact","Anthias anthias","127031","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Anthias","","anthias",,"Anthias anthias","Swallowtail seaperch","33","demersal",
"1771500901","YBA","Bathyblennius antholops","279872","exact","Bathyblennius antholops","279872","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Bathyblennius","","antholops",,"Bathyblennius antholops","","33","demersal",
"2280403205","LKN","Plesionika antigai","107655","exact","Plesionika antigai","107655","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Plesionika","","antigai",,"Plesionika antigai","Catalonian striped shrimp","45","crustaceans",
"1231407602","TOW","Talismania antillarum","126711","exact","Talismania antillarum","126711","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae","Talismania","","antillarum",,"Talismania antillarum","Antillean smooth-head","34","demersal",
"3210500901","OKA","Ornithoteuthis antillarum","225573","exact","Ornithoteuthis antillarum","225573","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis","","antillarum",,"Ornithoteuthis antillarum","Atlantic bird squid","57","molluscs",
"1830108201","BML","Monolene antillarum","159209","exact","Monolene antillarum","159209","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","Monolene","","antillarum",,"Monolene antillarum","Slim flounder","31","flatfish",
"3210303001","OJA","Austrorossia antillensis","342276","exact","Austrorossia antillensis","342276","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Austrorossia","","antillensis",,"Austrorossia antillensis","Antilles bobtail squid","57","molluscs",
"2280203106","ANJ","Aristeus antillensis","158327","exact","Aristeus antillensis","158327","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristeus","","antillensis",,"Aristeus antillensis","Purplehead gamba prawn","45","crustaceans",
